N,worst(secs),best(secs)
512,1.753000e-004,6.520000e-005
513,1.024000e-004,7.030001e-005
514,1.698000e-004,6.820000e-005
515,1.251000e-004,6.779999e-005
516,2.108000e-004,6.419999e-005
517,3.188000e-004,6.290001e-005
518,1.696000e-004,6.870003e-005
519,1.684000e-004,6.890000e-005
520,1.037000e-004,6.920000e-005
521,2.413000e-004,6.429999e-005
522,1.599000e-004,7.120002e-005
523,2.006000e-004,7.860002e-005
524,1.439000e-004,6.810002e-005
525,3.932000e-004,6.679998e-005
526,1.049000e-004,6.270001e-005
527,2.136000e-004,6.520000e-005
528,9.530000e-005,6.440000e-005
529,1.714000e-004,6.419999e-005
530,9.760002e-005,6.700002e-005
531,1.786000e-004,6.520000e-005
532,1.359000e-004,6.480000e-005
533,1.628000e-004,6.620001e-005
534,5.941000e-004,6.620001e-005
535,1.260000e-004,6.680001e-005
536,1.004000e-004,6.690001e-005
537,1.659000e-004,6.709999e-005
538,8.570001e-005,6.660001e-005
539,1.677000e-004,6.779999e-005
540,3.427000e-004,6.910000e-005
541,1.182000e-004,6.660001e-005
542,1.132000e-004,6.690001e-005
543,7.939999e-005,6.710002e-005
544,1.663000e-004,6.750002e-005
545,1.128000e-004,6.749999e-005
546,1.458000e-004,6.800002e-005
547,1.241000e-004,6.860000e-005
548,7.729998e-005,6.820002e-005
549,1.793000e-004,6.790002e-005
550,1.700000e-004,6.880000e-005
551,1.096000e-004,6.930000e-005
552,1.990000e-004,6.860000e-005
553,8.229999e-005,6.860000e-005
554,1.982000e-004,6.880000e-005
555,1.730000e-004,6.830000e-005
556,1.079000e-004,6.920000e-005
557,2.504000e-004,7.030001e-005
558,7.790001e-005,6.919997e-005
559,1.584000e-004,6.999998e-005
560,1.660000e-004,6.880000e-005
561,1.139000e-004,7.040001e-005
562,1.902000e-004,7.049998e-005
563,8.600001e-005,7.030001e-005
564,1.476000e-004,7.079999e-005
565,1.732000e-004,6.970001e-005
566,1.052000e-004,7.119999e-005
567,1.846000e-004,7.010001e-005
568,1.763000e-004,7.089999e-005
569,1.965000e-004,7.099999e-005
570,1.317000e-004,7.119999e-005
571,9.490000e-005,7.089999e-005
572,1.322000e-004,7.300000e-005
573,1.718000e-004,7.140002e-005
574,3.326000e-004,7.310000e-005
575,1.089000e-004,7.310000e-005
576,1.776000e-004,7.250000e-005
577,1.226000e-004,7.350001e-005
578,1.036000e-004,7.200000e-005
579,1.609000e-004,7.250000e-005
580,1.742000e-004,7.509999e-005
581,1.247000e-004,7.490002e-005
582,1.515000e-004,7.569999e-005
583,1.506000e-004,7.340001e-005
584,1.656000e-004,7.370001e-005
585,1.457000e-004,7.489999e-005
586,2.167000e-004,7.449999e-005
587,1.746000e-004,7.400001e-005
588,1.647000e-004,7.410001e-005
589,1.741000e-004,7.520002e-005
590,5.104000e-004,7.580000e-005
591,1.796000e-004,7.339998e-005
592,1.715000e-004,7.400001e-005
593,9.300001e-005,7.489999e-005
594,1.828000e-004,7.459999e-005
595,1.765000e-004,7.519999e-005
596,1.165000e-004,7.430001e-005
597,1.965000e-004,7.590000e-005
598,1.859000e-004,7.549999e-005
599,1.512000e-004,7.480002e-005
600,1.909000e-004,7.620000e-005
601,2.265000e-004,7.469999e-005
602,1.133000e-004,7.559999e-005
603,1.879000e-004,7.670000e-005
604,9.859999e-005,7.740001e-005
605,1.063000e-004,7.610000e-005
606,5.842000e-004,7.720001e-005
607,2.087000e-004,7.899999e-005
608,1.645000e-004,7.640000e-005
609,1.289000e-004,7.739998e-005
610,1.759000e-004,7.849999e-005
611,2.213000e-004,7.790001e-005
612,1.070000e-004,7.890002e-005
613,1.970000e-004,7.980000e-005
614,1.673000e-004,7.850002e-005
615,1.892000e-004,7.939999e-005
616,1.410000e-004,7.909999e-005
617,2.006000e-004,8.040000e-005
618,1.853000e-004,8.030000e-005
619,1.919000e-004,7.980000e-005
620,2.661000e-004,8.180001e-005
621,1.582000e-004,8.030000e-005
622,1.842000e-004,8.000000e-005
623,8.005000e-004,7.919999e-005
624,1.743000e-004,8.279999e-005
625,1.834000e-004,7.959999e-005
626,1.353000e-004,8.020000e-005
627,1.813000e-004,8.220001e-005
628,1.941000e-004,8.220001e-005
629,9.839999e-005,8.390000e-005
630,3.477000e-004,8.489998e-005
631,2.117000e-004,8.309999e-005
632,1.851000e-004,8.520001e-005
633,1.953000e-004,8.460000e-005
634,1.155000e-004,8.390000e-005
635,2.165000e-004,8.440000e-005
636,1.946000e-004,8.220001e-005
637,1.068000e-004,8.390000e-005
638,2.282000e-004,8.200001e-005
639,2.031000e-004,8.410000e-005
640,1.972000e-004,8.380000e-005
641,2.096000e-004,8.460000e-005
642,1.354000e-004,8.500001e-005
643,2.336000e-004,8.229999e-005
644,1.229000e-004,8.319999e-005
645,1.232000e-004,8.370000e-005
646,1.857000e-004,8.139998e-005
647,1.547000e-004,8.270002e-005
648,1.158000e-004,8.239999e-005
649,2.486000e-004,8.259999e-005
650,4.068000e-004,8.450000e-005
651,1.724000e-004,8.380000e-005
652,1.029000e-004,8.279999e-005
653,2.138000e-004,8.609999e-005
654,1.875000e-004,8.310002e-005
655,2.045000e-004,8.360000e-005
656,1.194000e-004,8.470000e-005
657,2.366000e-004,8.460000e-005
658,2.081000e-004,8.589998e-005
659,2.085000e-004,8.599999e-005
660,1.219000e-004,8.550001e-005
661,1.990000e-004,8.650002e-005
662,1.896000e-004,8.640002e-005
663,2.143000e-004,8.589998e-005
664,1.493000e-004,8.550001e-005
665,1.314000e-004,8.740000e-005
666,2.145000e-004,8.709999e-005
667,1.523000e-004,8.659999e-005
668,1.278000e-004,8.760003e-005
669,2.216000e-004,8.840000e-005
670,2.240000e-004,8.760000e-005
671,2.133000e-004,8.679999e-005
672,1.949000e-004,8.719999e-005
673,1.273000e-004,8.700002e-005
674,2.610000e-004,8.600001e-005
675,1.754000e-004,8.659999e-005
676,1.735000e-004,8.659999e-005
677,1.689000e-004,8.770000e-005
678,1.474000e-004,8.850000e-005
679,2.707000e-004,8.820000e-005
680,2.826000e-004,8.700002e-005
681,1.961000e-004,8.840000e-005
682,1.421000e-004,8.699999e-005
683,2.023000e-004,8.849998e-005
684,2.228000e-004,8.760000e-005
685,2.645000e-004,8.899998e-005
686,2.922000e-004,9.009999e-005
687,5.353000e-004,9.010002e-005
688,6.107000e-004,9.379999e-005
689,3.121000e-004,9.140000e-005
690,1.013900e-003,9.170000e-005
691,4.103000e-004,9.310001e-005
692,4.470000e-004,9.000002e-005
693,1.096300e-003,9.120003e-005
694,6.405000e-004,9.110000e-005
695,3.519000e-004,9.099999e-005
696,3.536000e-004,9.140000e-005
697,8.096000e-004,9.560000e-005
698,3.829700e-003,9.199997e-005
699,6.474000e-004,9.439999e-005
700,5.187000e-004,9.220000e-005
701,4.859000e-004,1.002000e-004
702,1.306600e-003,9.270001e-005
703,1.387700e-003,9.469999e-005
704,1.191300e-003,9.340001e-005
705,4.632000e-004,9.550000e-005
