N,worst(secs),best(secs)
555,4.292000e-004,4.749978e-005
556,7.999991e-005,5.840021e-005
557,1.759001e-004,4.910002e-005
558,2.905000e-004,5.229982e-005
559,1.787001e-004,4.630000e-005
560,5.439995e-005,4.690001e-005
561,1.845001e-004,4.710001e-005
562,5.859998e-005,4.730001e-005
563,5.909987e-005,4.780013e-005
564,1.600001e-004,4.800013e-005
565,6.069988e-005,4.760013e-005
566,1.365000e-004,4.830002e-005
567,7.369998e-005,4.790002e-005
568,5.599996e-005,4.790002e-005
569,1.616001e-004,4.830002e-005
570,5.690008e-005,4.799990e-005
571,1.274999e-004,4.880014e-005
572,9.160000e-005,4.879991e-005
573,7.240009e-005,4.859990e-005
574,8.359994e-005,4.839990e-005
575,6.270013e-005,4.819990e-005
576,1.520999e-004,4.899991e-005
577,8.730008e-005,4.950003e-005
578,1.580000e-004,4.929979e-005
579,8.830009e-005,4.970003e-005
580,1.263001e-004,4.999992e-005
581,9.260001e-005,4.990003e-005
582,1.165001e-004,4.999992e-005
583,6.949995e-005,4.940014e-005
584,1.222000e-004,4.950003e-005
585,7.779989e-005,4.959991e-005
586,1.248000e-004,5.039992e-005
587,6.980007e-005,4.920014e-005
588,1.192000e-004,5.020015e-005
589,8.000014e-005,5.059992e-005
590,2.142999e-004,5.079992e-005
591,7.950002e-005,5.010003e-005
592,7.089996e-005,5.039992e-005
593,1.023000e-004,5.060015e-005
594,6.390014e-005,5.030003e-005
595,1.431999e-004,5.099992e-005
596,6.700004e-005,5.050004e-005
597,1.322001e-004,5.089981e-005
598,6.859982e-005,5.080015e-005
599,1.308001e-004,5.119992e-005
600,1.071999e-004,5.139993e-005
601,6.430014e-005,5.100016e-005
602,1.270999e-004,5.130004e-005
603,6.420002e-005,5.169981e-005
604,1.266000e-004,5.179993e-005
605,6.820005e-005,5.130004e-005
606,1.369000e-004,5.239993e-005
607,8.590007e-005,5.179993e-005
608,1.023000e-004,5.239993e-005
609,1.121000e-004,5.199993e-005
610,5.939999e-005,5.160016e-005
611,1.153001e-004,5.230005e-005
612,1.165001e-004,5.299994e-005
613,9.370013e-005,5.269982e-005
614,8.330005e-005,5.389983e-005
615,7.179985e-005,5.270005e-005
616,7.030019e-005,5.290005e-005
617,7.389998e-005,5.339994e-005
618,1.248000e-004,5.350006e-005
619,8.290005e-005,5.339994e-005
620,1.037002e-004,5.350006e-005
621,1.018001e-004,5.330006e-005
622,1.085000e-004,5.330006e-005
623,9.200000e-005,5.419995e-005
624,4.348001e-004,5.430006e-005
625,1.274000e-004,5.340017e-005
626,1.340001e-004,5.390006e-005
627,7.779989e-005,5.430006e-005
628,8.360017e-005,5.530007e-005
629,1.010001e-004,5.640020e-005
630,1.290999e-004,5.609985e-005
631,9.800005e-005,5.589984e-005
632,2.098999e-004,5.479995e-005
633,1.025000e-004,5.529984e-005
634,1.667000e-004,5.579996e-005
635,9.380002e-005,5.699997e-005
636,9.629992e-005,5.669985e-005
637,1.024001e-004,5.619996e-005
638,1.222000e-004,5.539996e-005
639,7.630000e-005,5.670008e-005
640,1.144002e-004,5.739997e-005
641,1.047000e-004,5.710009e-005
642,9.989995e-005,5.499995e-005
643,8.810009e-005,5.530007e-005
644,1.451999e-004,5.479995e-005
645,1.254999e-004,5.530007e-005
646,1.231001e-004,5.539996e-005
647,1.293998e-004,5.629985e-005
648,1.598999e-004,5.650008e-005
649,1.115000e-004,5.610008e-005
650,1.589998e-004,5.630008e-005
651,1.015000e-004,5.619996e-005
652,1.711000e-004,5.610008e-005
653,2.641999e-004,5.769986e-005
654,4.870000e-004,5.690008e-005
655,8.500018e-005,5.690008e-005
656,2.507998e-004,5.850010e-005
657,8.123999e-004,5.799998e-005
658,4.246000e-004,5.650008e-005
659,1.165000e-003,5.979999e-005
660,2.790000e-004,5.709985e-005
661,1.031000e-004,5.739997e-005
662,1.879998e-004,5.759997e-005
663,9.360001e-005,5.799998e-005
664,3.746999e-004,5.919999e-005
665,7.269997e-005,5.790009e-005
666,2.204000e-004,5.829986e-005
667,7.499987e-005,5.829986e-005
668,1.369000e-004,5.859998e-005
669,7.850002e-005,5.859998e-005
670,1.445999e-004,5.839998e-005
671,7.950002e-005,5.850010e-005
672,1.711000e-004,5.879998e-005
673,7.950002e-005,5.859998e-005
674,1.518999e-004,5.889987e-005
675,7.189997e-005,5.859998e-005
676,9.110011e-005,5.799998e-005
677,7.549999e-005,5.819998e-005
678,8.679996e-005,5.839998e-005
679,9.420002e-005,5.890010e-005
680,1.414001e-004,5.879998e-005
681,9.820005e-005,5.970011e-005
682,2.659999e-004,5.900022e-005
683,1.176000e-004,5.930010e-005
684,1.441000e-004,5.979999e-005
685,1.266999e-004,5.939999e-005
686,1.384001e-004,5.999999e-005
687,9.829993e-005,5.939999e-005
688,1.389000e-004,6.029988e-005
689,1.037999e-004,6.050011e-005
690,1.523001e-004,6.039999e-005
691,9.690016e-005,6.029988e-005
692,1.890000e-004,6.039999e-005
693,9.300001e-005,6.100000e-005
694,1.383000e-004,6.120000e-005
695,1.048001e-004,6.220001e-005
696,1.588999e-004,6.180000e-005
697,7.980014e-005,6.200001e-005
698,1.288999e-004,6.170012e-005
699,7.759989e-005,6.209989e-005
700,1.467001e-004,6.249989e-005
701,8.959998e-005,6.220001e-005
702,2.454000e-004,6.180000e-005
703,7.799990e-005,6.219978e-005
704,2.102002e-004,6.209989e-005
705,7.630000e-005,6.240001e-005
706,1.405999e-004,6.220001e-005
707,7.449999e-005,6.230013e-005
708,1.516000e-004,6.180000e-005
709,1.008001e-004,6.260001e-005
